org_id,organization_name,industry,company_size,employees,system_id,system_name,system_type,age_years,operating_system,authentication_method,primary_protocol,has_api,supports_mfa,encryption_standard,session_based_auth,continuous_auth_capable,zta_compatibility_score,integration_difficulty,system_criticality,replacement_cost_usd,active_users,avg_auth_frequency_hours,lateral_movement_risk,vendor_support_available,compliance_requirements,network_segmentation,logging_capability,patch_frequency_months,integration_approach_recommended,days_since_last_incident,auth_failures_per_day,avg_session_duration_minutes,privileged_accounts_count
ORG468,Alpha Energy Systems,Energy,Large,6643,SYS468,LegacyDesktopApplication6,Desktop Application,14,Windows Server 2008,Active Directory,SOAP,No,No,AES-256,Yes,No,6.63,Medium,Medium,2148600,1093,17.98,Medium,Yes,GDPR,Basic,Moderate,15,Identity Proxy,863,23,63,91
ORG469,Beta Retail Group,Retail,Medium,1715,SYS469,LegacyClient-Server29,Client-Server,10,Windows Server 2012,LDAP,HTTP,No,No,AES-128,Yes,No,8.37,Low,Low,1063081,228,10.2,Low,Yes,ISO 27001,Advanced,Moderate,14,Identity Proxy,511,17,251,15
ORG470,Omega Banking Inc,Banking,Large,4906,SYS470,LegacyLegacyDatabase54,Legacy Database,15,Windows Server 2012,Certificate-based,RDP,No,No,TLS 1.1,Yes,No,5.79,Medium,Medium,2326040,1136,10.77,Medium,No,PCI-DSS,Basic,Comprehensive,36,Identity Proxy,957,13,379,92
ORG471,Global Telecom Systems,Telecom,Medium,1125,SYS471,LegacyClient-Server4,Client-Server,14,Windows Server 2012,Kerberos,RDP,No,No,AES-128,Yes,No,6.53,Medium,Medium,2327851,260,16.06,Medium,Yes,GDPR,Basic,Comprehensive,20,Identity Proxy,727,32,268,13
ORG472,Beta Telecom Corp,Telecom,Small,442,SYS472,LegacyFileServer35,File Server,6,Red Hat Linux 5,LDAP,SSH,Yes,No,AES-256,Yes,No,10.0,Low,Medium,1107592,16,20.09,Low,Yes,ISO 27001,Advanced,Comprehensive,6,API Gateway,838,38,265,1
ORG473,Omega Healthcare Group,Healthcare,Medium,700,SYS473,LegacyEmbeddedSystem93,Embedded System,30,Windows XP,Password-only,FTP,No,No,SSL 2.0,Yes,No,1.17,Very High,High,7007112,127,19.23,Critical,Yes,GDPR,None,Basic,10,Replacement Required,144,395,357,11
ORG474,Gamma Banking Inc,Banking,Enterprise,23154,SYS474,LegacyClient-Server70,Client-Server,11,Windows Server 2008,Kerberos,ODBC,No,No,TLS 1.1,Yes,No,6.37,Medium,Critical,7838237,3940,8.39,Medium,Yes,PCI-DSS,Basic,Comprehensive,4,Identity Proxy,421,12,183,206
ORG475,Omega Government Systems,Government,Enterprise,38779,SYS475,LegacyClient-Server50,Client-Server,16,Windows Server 2008,Password-only,HTTP,No,No,3DES,Yes,No,3.95,High,Medium,2052373,2699,16.18,High,Yes,ISO 27001,None,Moderate,15,Network Overlay,81,351,282,133
ORG476,Prime Healthcare Solutions,Healthcare,Large,8665,SYS476,LegacyFileServer65,File Server,7,Windows Server 2008,LDAP,SOAP,No,No,AES-256,Yes,No,9.27,Low,High,5446440,1845,17.92,Low,Yes,HIPAA,Basic,Moderate,20,Identity Proxy,834,22,34,181
ORG477,United Retail Solutions,Retail,Medium,1947,SYS477,LegacyFileServer85,File Server,13,Windows Server 2008,Kerberos,Telnet,No,No,AES-128,Yes,No,7.98,Low,Medium,1981801,466,21.74,Low,Yes,None,Basic,Comprehensive,18,Identity Proxy,434,46,277,23
ORG478,Delta Manufacturing Corp,Manufacturing,Large,9598,SYS478,LegacyEmbeddedSystem23,Embedded System,19,Red Hat Linux 5,Password-only,ODBC,No,No,TLS 1.0,Yes,No,3.84,High,Low,1967713,592,8.47,High,Yes,None,None,Basic,9,Network Overlay,273,215,419,22
ORG479,Delta Energy Inc,Energy,Large,5442,SYS479,LegacyClient-Server33,Client-Server,10,Oracle Linux 6,Active Directory,HTTP,No,No,AES-256,Yes,No,7.81,Low,Medium,1835996,1792,21.45,Low,Yes,None,Basic,Moderate,20,Identity Proxy,751,13,356,118
ORG480,Gamma Insurance Solutions,Insurance,Medium,1086,SYS480,LegacyLegacyDatabase64,Legacy Database,8,Red Hat Linux 5,Certificate-based,JDBC,Yes,No,TLS 1.1,Yes,No,8.51,Low,Critical,17018223,149,11.26,Low,Yes,None,Advanced,Comprehensive,4,API Gateway,946,39,472,3
ORG481,Alpha Retail Solutions,Retail,Enterprise,47380,SYS481,LegacyERPSystem70,ERP System,13,Oracle Linux 6,LDAP,ODBC,No,No,AES-256,Yes,No,8.37,Low,Low,1465049,3751,18.01,Low,Yes,None,Advanced,Moderate,22,Identity Proxy,670,11,90,224
ORG482,Omega Education Corp,Education,Small,470,SYS482,LegacyEmbeddedSystem5,Embedded System,23,Solaris 10,None,SMB,No,No,None,No,No,3.08,High,Critical,12132995,19,100.96,High,Yes,GDPR,None,Basic,4,Identity Proxy,309,407,86,1
ORG483,Beta Education Solutions,Education,Medium,911,SYS483,LegacyDesktopApplication62,Desktop Application,10,Red Hat Linux 5,Kerberos,JDBC,No,No,AES-256,Yes,No,8.33,Low,Medium,1265356,220,15.9,Low,Yes,GDPR,Advanced,Comprehensive,8,Identity Proxy,791,43,408,15
ORG484,Global Manufacturing Inc,Manufacturing,Medium,586,SYS484,LegacyClient-Server56,Client-Server,10,Windows Server 2012,Kerberos,SMB,No,No,AES-128,Yes,No,8.62,Low,Medium,1438818,110,22.9,Low,Yes,None,Advanced,Comprehensive,6,Identity Proxy,930,35,56,5
ORG485,Gamma Energy Group,Energy,Large,2947,SYS485,LegacyERPSystem6,ERP System,6,Oracle Linux 6,LDAP,SSH,Yes,Yes,TLS 1.1,Yes,No,10.0,Low,Medium,1038158,1345,19.96,Low,Yes,GDPR,Advanced,Moderate,13,API Gateway,423,9,59,40
ORG486,Omega Education Inc,Education,Medium,1842,SYS486,LegacyLegacyDatabase68,Legacy Database,9,Red Hat Linux 5,Certificate-based,SOAP,Yes,No,AES-256,Yes,No,10.0,Low,High,4180217,205,15.92,Low,Yes,GDPR,Basic,Moderate,20,API Gateway,1095,24,217,16
ORG487,United Government Corp,Government,Medium,1609,SYS487,LegacyClient-Server3,Client-Server,10,Oracle Linux 6,Certificate-based,ODBC,No,No,AES-128,Yes,No,8.23,Low,High,2575171,366,11.69,Low,Yes,FISMA,Advanced,Comprehensive,10,Identity Proxy,401,20,387,20
ORG488,Omega Insurance Corp,Insurance,Enterprise,27715,SYS488,LegacyEmbeddedSystem70,Embedded System,27,Windows XP,Password-only,HTTP,No,No,DES,Yes,No,1.71,Very High,High,3779056,3567,14.15,Critical,Yes,None,None,None,18,Replacement Required,124,387,250,223
ORG489,International Education Solutions,Education,Enterprise,49895,SYS489,LegacyDesktopApplication34,Desktop Application,14,Red Hat Linux 5,Active Directory,SMB,No,No,AES-256,Yes,No,7.99,Low,High,4193271,4986,22.86,Low,Yes,None,Advanced,Comprehensive,15,Identity Proxy,912,34,247,328
ORG490,Omega Manufacturing Inc,Manufacturing,Enterprise,40628,SYS490,LegacyLegacyDatabase57,Legacy Database,7,Windows Server 2008,LDAP,LDAP,No,No,AES-256,Yes,No,9.26,Low,Medium,940481,4521,12.39,Low,Yes,ISO 27001,Basic,Moderate,9,Identity Proxy,679,41,368,206
ORG491,International Insurance Corp,Insurance,Small,54,SYS491,LegacyERPSystem30,ERP System,5,Oracle Linux 6,Certificate-based,JDBC,No,No,TLS 1.1,Yes,No,7.89,Low,Medium,1029280,18,15.05,Low,Yes,ISO 27001,Basic,Comprehensive,21,Identity Proxy,495,19,352,1
ORG492,Beta Healthcare Solutions,Healthcare,Large,3510,SYS492,LegacyERPSystem10,ERP System,14,Oracle Linux 6,Active Directory,JDBC,No,No,AES-256,Yes,No,6.79,Medium,Medium,1871638,1027,8.26,Medium,Yes,HIPAA,Basic,Moderate,13,Identity Proxy,723,11,69,62
ORG493,Alpha Retail Group,Retail,Medium,1669,SYS493,LegacyDesktopApplication20,Desktop Application,20,Oracle Linux 6,NTLM,RDP,No,No,TLS 1.0,Yes,No,2.62,Very High,High,6305801,284,13.36,Critical,No,GDPR,None,Moderate,31,Replacement Required,180,44,45,9
ORG494,United Transportation Solutions,Transportation,Small,361,SYS494,LegacyLegacyDatabase67,Legacy Database,10,Oracle Linux 6,Kerberos,RDP,No,No,AES-256,Yes,No,7.73,Low,Medium,1599601,93,9.26,Low,Yes,None,Advanced,Comprehensive,23,Identity Proxy,489,38,438,2
ORG495,United Insurance Solutions,Insurance,Medium,900,SYS495,LegacyEmbeddedSystem30,Embedded System,22,Windows XP,Password-only,SMB,No,No,None,Yes,No,2.58,Very High,Medium,2521023,454,11.86,Critical,No,ISO 27001,None,None,29,Replacement Required,316,308,69,42
ORG496,Delta Insurance Inc,Insurance,Large,3883,SYS496,LegacyMonolithicWebApp59,Monolithic Web App,13,Red Hat Linux 5,Certificate-based,ODBC,No,No,AES-256,Yes,No,6.94,Medium,High,3503283,1199,13.02,Medium,Yes,None,Basic,Comprehensive,19,Identity Proxy,882,14,324,71
ORG497,Omega Banking Corp,Banking,Medium,1358,SYS497,LegacyEmbeddedSystem44,Embedded System,30,IBM z/OS,Password-only,HTTP,No,No,DES,Yes,No,1.0,Very High,Critical,9224983,167,16.24,Critical,No,SOX,None,Basic,26,Replacement Required,235,406,315,6
ORG498,International Education Solutions,Education,Large,7052,SYS498,LegacyClient-Server48,Client-Server,10,Windows Server 2008,LDAP,SOAP,No,No,AES-128,Yes,No,8.93,Low,Medium,1656854,1092,20.12,Low,Yes,GDPR,Advanced,Moderate,24,Identity Proxy,886,10,107,100
ORG499,Delta Insurance Systems,Insurance,Medium,1399,SYS499,LegacyMonolithicWebApp67,Monolithic Web App,13,Oracle Linux 6,Active Directory,SSH,No,No,AES-128,Yes,No,7.65,Low,Critical,14985189,368,17.28,Low,Yes,ISO 27001,Basic,Comprehensive,4,Identity Proxy,691,16,103,8
ORG500,National Government Solutions,Government,Large,7042,SYS500,LegacyDesktopApplication97,Desktop Application,11,Oracle Linux 6,LDAP,Telnet,No,No,TLS 1.1,Yes,No,5.91,Medium,High,3037986,846,12.62,Medium,Yes,ISO 27001,Basic,Moderate,13,Identity Proxy,1047,22,102,23
