participant_id,age,industry,role,company_size,years_experience,work_location,primary_device,hours_worked_per_day,current_auth_method,daily_auth_count_current,avg_auth_time_seconds_current,zta_policy_tested,zta_auth_count_per_day,zta_interruptions_per_session,avg_auth_time_seconds,baseline_task_completion_seconds,actual_task_completion_seconds,productivity_impact_percent,time_spent_authenticating_daily_minutes,estimated_productivity_loss_minutes,frustration_score,perceived_security_score,willingness_to_use_score,workflow_disruption_score,overall_satisfaction_score,would_circumvent_security,authentication_failures,reported_errors_during_task,preferred_auth_frequency_hours,preferred_auth_methods,acceptable_for_production,felt_secure,would_recommend
P370,59,Tech,Admin,Large,18,Office,Desktop,9.4,Password+Email,4,23,Adaptive ZTA,12,12,8,300,386,28.67,1.6,161.52,3.01,7.46,6.65,5.79,3.83,No,0,0,0.5,"Biometric, Mobile App",No,Yes,No
P370,59,Tech,Admin,Large,18,Office,Desktop,9.4,Password+Email,4,23,Biometric ZTA,22,2,3,300,318,6.0,1.1,33.81,4.42,7.85,8.42,1.91,4.98,No,0,0,4.0,"SSO, Email Link",No,Yes,Yes
P371,52,Education,Support,Enterprise,11,Home,Desktop,9.8,Biometric,2,24,Aggressive ZTA,47,39,15,300,881,100.0,11.75,590.19,9.06,9.12,2.31,8.04,1.08,No,1,2,24.0,"Mobile App, SSO, Hardware Token",No,Yes,No
P371,52,Education,Support,Enterprise,11,Home,Desktop,9.8,Biometric,2,24,Biometric ZTA,39,6,3,300,322,7.33,1.95,43.28,3.12,8.87,9.99,1.59,6.04,No,0,0,0.25,"Mobile App, Email Link, Biometric",Yes,Yes,Yes
P372,45,Government,Developer,Large,2,Remote,Tablet,7.1,Hardware Token,4,25,Adaptive ZTA,8,5,12,300,378,26.0,1.6,111.26,4.9,7.98,7.42,5.62,3.72,No,0,0,1.0,Password,No,Yes,Yes
P372,45,Government,Developer,Large,2,Remote,Tablet,7.1,Hardware Token,4,25,Biometric ZTA,24,7,3,300,309,3.0,1.2,12.84,2.25,8.67,7.36,2.33,5.36,No,1,0,0.25,"Mobile App, Hardware Token, Biometric",No,Yes,Yes
P373,43,Education,Manager,Enterprise,19,Office,Tablet,8.2,Hardware Token,4,21,Traditional,4,1,21,300,333,11.0,1.4,54.44,2.3,4.53,7.35,2.09,4.37,No,0,0,0.5,"Email Link, Biometric, Mobile App",No,No,Yes
P374,39,Education,Admin,Medium,3,Office,Laptop,7.5,Biometric,5,7,Aggressive ZTA,40,43,18,300,1055,100.0,12.0,452.85,9.3,9.58,1.65,8.12,1.0,No,0,5,1.0,"Email Link, Hardware Token, Password",No,Yes,No
P375,41,Banking,Engineer,Large,6,Hybrid,Tablet,7.7,SSO,3,23,Adaptive ZTA,11,7,9,300,359,19.67,1.65,90.6,5.09,7.53,7.47,4.74,3.79,No,0,1,24.0,"Email Link, Hardware Token, Biometric",No,Yes,Yes
P376,59,Manufacturing,Manager,Large,14,Hybrid,Desktop,8.0,Hardware Token,5,16,Traditional,5,1,16,300,312,4.0,1.33,19.26,2.44,4.52,8.84,3.03,4.47,No,0,0,0.5,"Password, Mobile App",No,No,Yes
P376,59,Manufacturing,Manager,Large,14,Hybrid,Desktop,8.0,Hardware Token,5,16,Adaptive ZTA,13,11,5,300,355,18.33,1.08,88.29,5.1,8.26,8.61,3.02,4.68,No,0,1,1.0,"Email Link, Biometric",No,Yes,Yes
P377,33,Education,Support,Medium,9,Remote,Tablet,8.8,Password+Email,8,5,Biometric ZTA,27,4,4,300,334,11.33,1.8,59.71,3.01,8.36,7.9,3.91,4.83,No,0,0,2.0,"Mobile App, Password",No,Yes,Yes
P377,33,Education,Support,Medium,9,Remote,Tablet,8.8,Password+Email,8,5,Aggressive ZTA,42,43,8,300,634,100.0,5.6,526.84,8.54,9.84,3.66,9.9,1.27,Yes,2,1,24.0,Hardware Token,No,Yes,No
P378,64,Education,Developer,Enterprise,20,Hybrid,Tablet,8.2,LDAP,8,9,Traditional,8,1,9,300,301,0.33,1.2,1.64,3.77,4.6,7.16,2.47,3.88,No,0,0,0.25,"Hardware Token, Email Link, Mobile App",No,No,Yes
P378,64,Education,Developer,Enterprise,20,Hybrid,Tablet,8.2,LDAP,8,9,Adaptive ZTA,8,12,7,300,386,28.67,0.93,140.83,3.3,8.1,7.18,3.64,4.59,No,0,1,24.0,"Email Link, Hardware Token",No,Yes,Yes
P379,28,Manufacturing,Manager,Medium,2,Hybrid,Tablet,8.8,Password+SMS,8,15,Adaptive ZTA,15,5,8,300,358,19.33,2.0,101.97,3.53,7.47,7.09,4.5,4.13,No,0,0,0.25,"Hardware Token, Email Link, SSO",No,Yes,Yes
P380,34,Banking,Analyst,Medium,2,Home,Tablet,7.5,SSO,5,25,Biometric ZTA,35,2,4,300,314,4.67,2.33,20.87,2.54,7.8,8.55,1.32,5.62,No,1,0,8.0,"Biometric, SSO, Email Link",No,Yes,Yes
P380,34,Banking,Analyst,Medium,2,Home,Tablet,7.5,SSO,5,25,Adaptive ZTA,10,10,7,300,386,28.67,1.17,128.18,4.52,8.37,6.03,4.96,3.73,No,0,1,24.0,Mobile App,No,Yes,No
P381,49,Government,Admin,Large,26,Remote,Mobile,9.5,Password+SMS,6,16,Traditional,6,2,16,300,346,15.33,1.6,87.7,3.52,5.74,7.16,2.01,4.34,No,0,0,4.0,"Email Link, SSO, Password",No,No,Yes
P381,49,Government,Admin,Large,26,Remote,Mobile,9.5,Password+SMS,6,16,Biometric ZTA,21,5,4,300,302,0.67,1.4,3.81,2.36,7.98,8.1,3.67,5.01,No,1,0,2.0,"Email Link, Mobile App",No,Yes,Yes
P382,23,Government,Manager,Medium,2,Hybrid,Laptop,8.8,Password-only,5,15,Traditional,5,3,15,300,350,16.67,1.25,87.87,2.5,4.17,7.19,3.45,3.85,No,0,0,1.0,"SSO, Password",No,No,Yes
P382,23,Government,Manager,Medium,2,Hybrid,Laptop,8.8,Password-only,5,15,Adaptive ZTA,11,12,5,300,344,14.67,0.92,77.33,3.98,7.08,7.83,5.17,3.94,No,0,0,4.0,"Biometric, Mobile App, Password",No,Yes,Yes
P383,49,Manufacturing,Developer,Medium,24,Office,Tablet,9.9,SSO,7,25,Adaptive ZTA,12,8,5,300,343,14.33,1.0,85.1,4.72,7.43,8.81,3.82,4.42,No,0,0,4.0,"Biometric, Password, SSO",No,Yes,Yes
P384,33,Government,Support,Small,4,Home,Mobile,7.8,Password-only,8,18,Traditional,8,1,18,300,299,-0.33,2.4,-1.56,3.42,4.44,8.22,3.46,3.95,No,0,0,8.0,"Mobile App, Password, SSO",No,No,Yes
P384,33,Government,Support,Small,4,Home,Mobile,7.8,Password-only,8,18,Biometric ZTA,35,6,2,300,313,4.33,1.17,20.28,3.02,7.69,8.33,2.39,5.15,No,0,0,4.0,"Hardware Token, SSO, Mobile App",No,Yes,Yes
P385,47,Banking,Admin,Large,18,Hybrid,Mobile,7.9,SSO,2,11,Biometric ZTA,34,2,3,300,325,8.33,1.7,39.38,3.75,8.25,8.69,2.25,5.24,No,1,0,4.0,"SSO, Hardware Token, Email Link",No,Yes,Yes
P385,47,Banking,Admin,Large,18,Hybrid,Mobile,7.9,SSO,2,11,Adaptive ZTA,10,11,6,300,352,17.33,1.0,81.9,4.19,7.42,6.33,3.87,3.92,No,0,0,4.0,"Mobile App, Hardware Token",No,Yes,No
P386,48,Government,Executive,Large,21,Hybrid,Tablet,7.7,Password-only,7,26,Biometric ZTA,29,8,5,300,330,10.0,2.42,46.05,4.77,7.36,7.87,2.6,4.46,No,1,1,8.0,Email Link,No,Yes,Yes
P386,48,Government,Executive,Large,21,Hybrid,Tablet,7.7,Password-only,7,26,Aggressive ZTA,59,28,14,300,709,100.0,13.77,460.52,8.96,9.95,2.23,8.91,1.08,Yes,2,1,4.0,"Biometric, Password, SSO",No,Yes,No
P387,23,Education,Analyst,Medium,2,Office,Tablet,8.7,Hardware Token,2,16,Aggressive ZTA,44,36,19,300,979,100.0,13.93,519.37,7.53,9.87,3.76,7.97,2.04,No,0,0,4.0,"SSO, Hardware Token",No,Yes,No
P388,65,Insurance,Analyst,Large,30,Hybrid,Desktop,7.7,Biometric,7,8,Traditional,7,3,8,300,306,2.0,0.93,9.28,3.36,4.81,8.04,2.94,4.14,No,0,0,24.0,"Mobile App, Password",No,No,Yes
P389,29,Banking,Specialist,Large,1,Office,Mobile,8.2,SSO,8,17,Biometric ZTA,23,3,4,300,329,9.67,1.53,47.55,4.26,7.22,7.51,2.24,4.56,No,0,0,0.5,"Hardware Token, Mobile App",No,Yes,Yes
P389,29,Banking,Specialist,Large,1,Office,Mobile,8.2,SSO,8,17,Traditional,8,1,17,300,318,6.0,2.27,29.51,3.28,4.15,8.8,2.98,4.17,No,0,0,1.0,"Email Link, SSO",No,No,Yes
P390,43,Insurance,Support,Large,20,Home,Mobile,7.1,Password-only,8,9,Adaptive ZTA,12,9,7,300,379,26.33,1.4,111.83,4.9,7.95,7.32,3.88,4.12,No,0,0,4.0,"SSO, Mobile App",No,Yes,Yes
P390,43,Insurance,Support,Large,20,Home,Mobile,7.1,Password-only,8,9,Biometric ZTA,40,3,2,300,299,-0.33,1.33,-1.42,3.75,7.3,7.04,2.09,4.62,No,1,0,4.0,Mobile App,No,Yes,Yes
P391,63,Tech,Executive,Large,25,Home,Tablet,7.5,LDAP,5,25,Traditional,5,1,25,300,326,8.67,2.08,39.14,2.45,4.41,7.3,3.22,4.01,No,0,0,1.0,"SSO, Password",No,No,Yes
P391,63,Tech,Executive,Large,25,Home,Tablet,7.5,LDAP,5,25,Adaptive ZTA,8,8,8,300,367,22.33,1.07,100.85,4.99,7.8,6.3,3.99,3.78,No,0,0,4.0,"Email Link, Password, Biometric",No,Yes,No
P392,25,Insurance,Analyst,Medium,2,Home,Tablet,7.5,Hardware Token,7,12,Adaptive ZTA,11,6,7,300,355,18.33,1.28,82.86,3.91,7.42,6.73,5.29,3.74,No,0,0,0.25,"Biometric, Mobile App, Email Link",No,Yes,No
P392,25,Insurance,Analyst,Medium,2,Home,Tablet,7.5,Hardware Token,7,12,Traditional,7,1,12,300,322,7.33,1.4,33.14,2.23,4.17,7.39,3.08,4.06,No,0,0,1.0,"Biometric, Password, SSO",No,No,Yes
P393,29,Insurance,Analyst,Large,8,Remote,Mobile,8.5,Password-only,4,29,Adaptive ZTA,15,9,9,300,377,25.67,2.25,130.56,5.6,7.5,6.83,4.68,3.51,No,0,1,0.25,SSO,No,Yes,No
P394,22,Education,Specialist,Large,1,Hybrid,Laptop,9.8,Password-only,8,18,Adaptive ZTA,10,8,6,300,342,14.0,1.0,82.12,3.64,8.0,6.96,4.59,4.18,No,0,0,4.0,Password,No,Yes,No
P394,22,Education,Specialist,Large,1,Hybrid,Laptop,9.8,Password-only,8,18,Biometric ZTA,24,4,3,300,304,1.33,1.2,7.82,4.3,8.57,9.56,2.83,5.25,No,1,0,4.0,"Email Link, Password",No,Yes,Yes
P395,48,Government,Analyst,Enterprise,16,Hybrid,Desktop,7.9,LDAP,8,14,Adaptive ZTA,12,11,11,300,427,42.33,2.2,201.13,3.02,8.88,6.17,4.23,4.45,No,0,0,24.0,"Biometric, Hardware Token",No,Yes,No
P395,48,Government,Analyst,Enterprise,16,Hybrid,Desktop,7.9,LDAP,8,14,Aggressive ZTA,36,46,19,300,1170,100.0,11.4,475.12,7.88,8.75,1.97,9.37,1.0,Yes,0,4,24.0,Password,No,Yes,No
P396,54,Insurance,Support,Small,16,Remote,Tablet,9.9,Password+Email,4,28,Biometric ZTA,35,3,4,300,330,10.0,2.33,59.14,3.76,7.12,7.17,2.03,4.63,No,1,0,1.0,SSO,No,Yes,Yes
P397,30,Healthcare,Executive,Enterprise,7,Hybrid,Desktop,8.7,LDAP,3,9,Aggressive ZTA,48,42,20,300,1136,100.0,16.0,521.13,8.67,9.63,3.07,7.42,1.65,Yes,2,6,8.0,"Mobile App, Email Link, SSO",No,Yes,No
P397,30,Healthcare,Executive,Enterprise,7,Hybrid,Desktop,8.7,LDAP,3,9,Biometric ZTA,26,3,4,300,321,7.0,1.73,36.48,2.68,7.72,7.6,3.91,4.68,No,1,0,4.0,"Biometric, Hardware Token, Email Link",No,Yes,Yes
P398,63,Manufacturing,Engineer,Medium,32,Office,Mobile,7.0,LDAP,2,21,Traditional,2,2,21,300,356,18.67,0.7,78.94,2.98,5.15,8.27,3.47,4.24,No,0,0,4.0,Password,No,No,Yes
P398,63,Manufacturing,Engineer,Medium,32,Office,Mobile,7.0,LDAP,2,21,Adaptive ZTA,9,12,8,300,380,26.67,1.2,112.78,5.3,7.86,6.83,4.35,3.76,No,0,0,0.25,Email Link,No,Yes,No
P399,58,Education,Specialist,Large,28,Hybrid,Laptop,8.9,Password-only,5,23,Traditional,5,1,23,300,323,7.67,1.92,40.81,2.85,4.52,7.45,3.35,3.94,No,0,0,8.0,"Hardware Token, Password, Mobile App",No,No,Yes
P399,58,Education,Specialist,Large,28,Hybrid,Laptop,8.9,Password-only,5,23,Biometric ZTA,38,3,3,300,298,-0.67,1.9,-3.55,2.62,7.36,7.08,2.81,4.75,No,0,0,4.0,"Biometric, Mobile App",No,Yes,Yes
P400,42,Retail,Analyst,Medium,6,Home,Mobile,7.1,Password+SMS,4,12,Traditional,4,1,12,300,320,6.67,0.8,28.33,3.74,5.71,7.42,2.1,4.32,No,0,0,0.5,SSO,No,No,Yes
P400,42,Retail,Analyst,Medium,6,Home,Mobile,7.1,Password+SMS,4,12,Aggressive ZTA,48,28,9,300,543,81.0,7.2,344.18,8.52,9.16,2.55,7.49,1.42,No,2,3,4.0,"Email Link, Mobile App",No,Yes,No
P401,48,Retail,Analyst,Enterprise,26,Hybrid,Laptop,9.8,Biometric,4,20,Traditional,4,2,20,300,346,15.33,1.33,90.48,2.8,5.71,7.71,3.89,4.18,No,0,0,24.0,"Mobile App, Hardware Token, Biometric",No,No,Yes
P402,63,Manufacturing,Specialist,Small,18,Office,Desktop,9.5,Hardware Token,7,15,Traditional,7,1,15,300,328,9.33,1.75,53.44,2.31,5.39,8.52,2.12,4.87,No,0,0,1.0,"SSO, Hardware Token, Email Link",No,No,Yes
P403,33,Tech,Manager,Large,11,Home,Laptop,8.5,Password+Email,4,8,Biometric ZTA,31,8,4,300,351,17.0,2.07,86.63,2.96,8.57,7.99,3.67,4.98,No,0,0,2.0,Password,No,Yes,Yes
P403,33,Tech,Manager,Large,11,Home,Laptop,8.5,Password+Email,4,8,Adaptive ZTA,14,7,7,300,335,11.67,1.63,59.45,3.04,8.79,6.28,5.96,4.02,No,0,0,2.0,"Password, SSO",No,Yes,No
P404,30,Banking,Support,Large,5,Hybrid,Laptop,8.4,Password+Email,4,26,Aggressive ZTA,37,41,10,300,699,100.0,6.17,506.0,7.68,8.16,1.28,8.21,1.0,Yes,0,0,0.5,"Hardware Token, Mobile App",No,Yes,No
P405,43,Insurance,Support,Large,5,Home,Laptop,9.2,SSO,5,16,Traditional,5,1,16,300,296,-1.33,1.33,-7.4,2.29,4.07,8.59,2.32,4.51,No,0,0,4.0,"SSO, Mobile App",No,No,Yes
P405,43,Insurance,Support,Large,5,Home,Laptop,9.2,SSO,5,16,Biometric ZTA,26,7,5,300,343,14.33,2.17,79.5,4.98,7.91,7.79,2.32,4.6,No,1,1,1.0,Mobile App,No,Yes,Yes
P406,43,Insurance,Specialist,Large,22,Hybrid,Laptop,9.3,LDAP,4,29,Traditional,4,1,29,300,315,5.0,1.93,28.04,2.45,4.91,7.22,3.1,4.15,No,0,0,24.0,"Mobile App, SSO",No,No,Yes
P406,43,Insurance,Specialist,Large,22,Hybrid,Laptop,9.3,LDAP,4,29,Adaptive ZTA,14,6,7,300,347,15.67,1.63,87.85,5.46,8.77,7.53,3.43,4.35,No,0,0,0.5,"Email Link, Mobile App, Hardware Token",No,Yes,Yes
P407,58,Banking,Executive,Large,34,Office,Desktop,8.9,Password+Email,4,10,Aggressive ZTA,47,44,14,300,908,100.0,10.97,534.28,7.84,9.92,3.85,7.89,2.01,Yes,1,3,2.0,"Hardware Token, Mobile App",No,Yes,No
P408,22,Healthcare,Support,Large,1,Office,Laptop,9.3,Password+Email,7,24,Aggressive ZTA,45,30,20,300,895,100.0,15.0,555.93,8.17,8.32,2.26,8.77,1.0,No,0,2,0.5,"Hardware Token, SSO",No,Yes,No
P409,29,Tech,Analyst,Medium,5,Office,Mobile,8.6,LDAP,4,5,Aggressive ZTA,44,34,9,300,620,100.0,6.6,514.36,9.23,8.91,1.21,9.94,1.0,Yes,1,2,0.25,"Mobile App, Biometric",No,Yes,No
P409,29,Tech,Analyst,Medium,5,Office,Mobile,8.6,LDAP,4,5,Adaptive ZTA,15,11,7,300,388,29.33,1.75,150.88,5.28,7.45,6.31,5.99,3.12,No,0,1,24.0,"SSO, Email Link, Password",No,Yes,No
P410,25,Healthcare,Support,Enterprise,3,Hybrid,Tablet,9.0,SSO,7,21,Adaptive ZTA,8,6,12,300,367,22.33,1.6,120.61,4.76,7.44,7.3,3.8,4.05,No,0,0,4.0,"Email Link, SSO, Biometric",No,Yes,Yes
P410,25,Healthcare,Support,Enterprise,3,Hybrid,Tablet,9.0,SSO,7,21,Traditional,7,3,21,300,349,16.33,2.45,88.21,3.18,5.59,8.91,3.15,4.54,No,0,0,1.0,"Email Link, Password, SSO",No,No,Yes
P411,47,Banking,Executive,Large,15,Office,Tablet,9.4,LDAP,5,23,Traditional,5,3,23,300,360,20.0,1.92,113.27,2.05,5.89,7.2,3.84,4.3,No,0,0,24.0,"Mobile App, Email Link",No,No,Yes
P411,47,Banking,Executive,Large,15,Office,Tablet,9.4,LDAP,5,23,Biometric ZTA,31,3,4,300,320,6.67,2.07,37.76,4.35,7.65,9.1,2.9,4.87,No,0,0,4.0,"Email Link, Mobile App, SSO",No,Yes,Yes
P412,44,Tech,Specialist,Enterprise,11,Home,Mobile,9.5,SSO,6,22,Traditional,6,3,22,300,371,23.67,2.2,134.7,2.63,4.99,7.37,2.77,4.24,No,0,0,1.0,"SSO, Mobile App",No,No,Yes
P413,32,Tech,Executive,Small,4,Hybrid,Desktop,8.2,Biometric,4,21,Aggressive ZTA,32,27,19,300,831,100.0,10.13,491.63,9.74,9.33,3.56,7.44,1.43,Yes,1,2,0.5,"Biometric, Mobile App",No,Yes,No
P414,61,Healthcare,Executive,Enterprise,29,Home,Mobile,7.1,LDAP,2,12,Aggressive ZTA,37,32,15,300,773,100.0,9.25,424.74,7.44,8.59,3.89,9.57,1.37,Yes,1,3,4.0,"Password, Hardware Token, SSO",No,Yes,No
P415,33,Manufacturing,Engineer,Large,12,Hybrid,Tablet,8.1,LDAP,4,30,Adaptive ZTA,13,6,7,300,342,14.0,1.52,68.13,5.58,8.97,6.74,4.61,3.88,No,0,0,24.0,"Email Link, SSO, Mobile App",No,Yes,No
P416,28,Retail,Executive,Large,6,Remote,Mobile,8.7,Biometric,8,12,Biometric ZTA,39,5,5,300,342,14.0,3.25,73.27,3.31,8.91,7.51,2.68,5.11,No,1,0,2.0,"Hardware Token, Biometric, Mobile App",No,Yes,Yes
P417,26,Government,Support,Enterprise,1,Remote,Desktop,10.0,Hardware Token,6,20,Biometric ZTA,29,6,4,300,325,8.33,1.93,49.79,2.7,8.6,8.52,2.22,5.55,No,0,0,4.0,Email Link,No,Yes,Yes
P418,44,Healthcare,Admin,Large,17,Home,Desktop,9.9,Password+SMS,7,10,Aggressive ZTA,30,45,15,300,962,100.0,7.5,596.36,8.0,8.19,2.21,9.1,1.0,Yes,1,6,2.0,"SSO, Hardware Token, Mobile App",No,Yes,No
P419,33,Healthcare,Support,Medium,12,Office,Desktop,7.8,Password+SMS,4,20,Aggressive ZTA,41,45,18,300,1095,100.0,12.3,466.89,8.02,9.5,2.57,7.06,1.75,Yes,0,4,8.0,"Biometric, Hardware Token",No,Yes,No
P420,22,Banking,Developer,Medium,1,Hybrid,Laptop,9.9,Password-only,8,23,Biometric ZTA,25,6,3,300,320,6.67,1.25,39.47,2.29,8.37,7.46,2.12,5.35,No,1,0,8.0,Password,No,Yes,Yes
P421,31,Insurance,Developer,Large,9,Hybrid,Mobile,7.3,LDAP,2,30,Aggressive ZTA,58,28,15,300,712,100.0,14.5,439.4,8.81,9.99,3.76,9.81,1.28,Yes,1,4,24.0,"Biometric, Password",No,Yes,No
P422,26,Education,Analyst,Medium,2,Remote,Laptop,8.1,LDAP,5,11,Traditional,5,1,11,300,311,3.67,0.92,17.76,3.82,5.13,8.4,3.04,4.17,No,0,0,1.0,SSO,No,No,Yes
P422,26,Education,Analyst,Medium,2,Remote,Laptop,8.1,LDAP,5,11,Adaptive ZTA,11,9,11,300,404,34.67,2.02,167.96,4.31,7.16,6.07,3.31,3.9,No,0,1,1.0,"Mobile App, Biometric",No,Yes,No
P423,55,Banking,Analyst,Enterprise,20,Home,Mobile,9.2,Biometric,7,23,Traditional,7,2,23,300,350,16.67,2.68,92.18,2.38,5.93,7.1,3.65,4.25,No,0,0,4.0,"Email Link, Biometric",No,No,Yes
P424,35,Healthcare,Specialist,Enterprise,4,Home,Tablet,7.6,Hardware Token,4,7,Traditional,4,2,7,300,307,2.33,0.47,10.67,3.8,4.23,7.58,3.81,3.55,No,0,0,2.0,Mobile App,No,No,Yes
P425,47,Banking,Manager,Small,8,Remote,Mobile,7.6,Biometric,7,13,Biometric ZTA,20,5,5,300,329,9.67,1.67,44.16,2.83,8.8,9.45,2.46,5.74,No,1,0,0.25,"SSO, Hardware Token, Password",No,Yes,Yes
P425,47,Banking,Manager,Small,8,Remote,Mobile,7.6,Biometric,7,13,Adaptive ZTA,9,6,6,300,326,8.67,0.9,39.6,5.71,7.98,6.55,3.98,3.71,No,0,0,1.0,"Mobile App, Email Link, Password",No,Yes,No
P426,28,Healthcare,Engineer,Enterprise,2,Home,Desktop,8.6,Password-only,6,20,Biometric ZTA,35,2,2,300,298,-0.67,1.17,-3.42,2.11,7.78,7.25,3.08,4.96,No,0,0,2.0,"Mobile App, SSO, Hardware Token",No,Yes,Yes
P427,50,Banking,Analyst,Large,24,Office,Desktop,8.0,SSO,2,23,Aggressive ZTA,44,31,18,300,841,100.0,13.2,481.44,8.17,8.31,1.88,7.19,1.2,No,1,1,8.0,"SSO, Biometric, Email Link",No,Yes,No
P427,50,Banking,Analyst,Large,24,Office,Desktop,8.0,SSO,2,23,Biometric ZTA,22,8,3,300,342,14.0,1.1,67.4,3.59,8.11,7.43,3.89,4.52,No,0,0,8.0,SSO,No,Yes,Yes
P428,55,Banking,Manager,Large,21,Office,Desktop,7.0,SSO,2,9,Traditional,2,2,9,300,334,11.33,0.3,47.72,2.24,4.45,8.26,3.13,4.33,No,0,0,8.0,"Password, SSO",No,No,Yes
P429,40,Manufacturing,Specialist,Enterprise,8,Hybrid,Mobile,9.9,Hardware Token,5,24,Biometric ZTA,34,6,4,300,318,6.0,2.27,35.79,2.43,8.27,7.52,3.9,4.87,No,0,0,1.0,"Biometric, SSO, Mobile App",No,Yes,Yes
P429,40,Manufacturing,Specialist,Enterprise,8,Hybrid,Mobile,9.9,Hardware Token,5,24,Traditional,5,1,24,300,306,2.0,2.0,11.93,2.92,5.42,8.08,2.45,4.53,No,0,0,24.0,"Mobile App, Hardware Token, SSO",No,No,Yes
P430,48,Manufacturing,Specialist,Large,15,Hybrid,Mobile,9.0,Password+SMS,5,16,Aggressive ZTA,37,31,19,300,881,100.0,11.72,539.77,8.71,9.9,3.19,9.35,1.26,Yes,1,3,1.0,"Mobile App, Hardware Token, SSO",No,Yes,No
P431,31,Insurance,Admin,Large,8,Remote,Laptop,7.6,SSO,8,29,Aggressive ZTA,42,41,14,300,865,100.0,9.8,455.89,9.83,8.05,1.62,8.7,1.0,No,2,5,4.0,Email Link,No,Yes,No
P431,31,Insurance,Admin,Large,8,Remote,Laptop,7.6,SSO,8,29,Adaptive ZTA,14,8,7,300,362,20.67,1.63,94.22,3.95,7.49,8.22,5.29,4.12,No,0,1,4.0,"Password, Biometric, Email Link",No,Yes,Yes
P432,26,Healthcare,Developer,Small,1,Hybrid,Mobile,7.6,SSO,8,7,Aggressive ZTA,39,27,13,300,670,100.0,8.45,456.54,9.73,9.17,3.48,8.43,1.12,Yes,1,2,0.25,"Hardware Token, Email Link, Password",No,Yes,No
P433,48,Healthcare,Engineer,Medium,18,Hybrid,Desktop,9.9,Hardware Token,5,27,Biometric ZTA,23,8,2,300,304,1.33,0.77,7.94,4.64,7.95,8.43,3.3,4.61,No,1,1,4.0,"Hardware Token, SSO, Biometric",No,Yes,Yes
P434,53,Education,Executive,Enterprise,24,Hybrid,Tablet,9.8,Password-only,3,9,Aggressive ZTA,60,45,13,300,883,100.0,13.0,585.02,9.13,9.9,1.25,8.81,1.0,Yes,3,0,0.5,"Mobile App, Hardware Token",No,Yes,No
P435,54,Government,Developer,Large,11,Hybrid,Mobile,8.3,Password-only,7,12,Adaptive ZTA,12,12,6,300,373,24.33,1.2,121.86,4.65,7.26,8.93,4.87,4.17,No,0,0,2.0,SSO,No,Yes,Yes
P435,54,Government,Developer,Large,11,Hybrid,Mobile,8.3,Password-only,7,12,Traditional,7,2,12,300,328,9.33,1.4,46.74,2.07,5.34,8.39,2.67,4.75,No,0,0,8.0,"Hardware Token, Mobile App",No,No,Yes
P436,38,Retail,Specialist,Medium,3,Hybrid,Laptop,7.1,Password+SMS,7,7,Traditional,7,1,7,300,291,-3.0,0.82,-12.72,2.35,4.13,8.14,2.47,4.36,No,0,0,0.25,"Biometric, Mobile App, Email Link",No,No,Yes
P437,31,Insurance,Executive,Large,2,Home,Desktop,9.8,Biometric,2,6,Aggressive ZTA,32,47,9,300,703,100.0,4.8,585.24,8.3,9.37,1.63,9.15,1.0,Yes,1,3,24.0,Email Link,No,Yes,No
P438,53,Tech,Specialist,Medium,4,Office,Laptop,7.5,Password+SMS,3,21,Adaptive ZTA,10,8,6,300,332,10.67,1.0,48.18,3.56,8.7,8.27,3.68,4.93,No,0,1,4.0,"Password, Mobile App",No,Yes,Yes
P439,35,Manufacturing,Support,Enterprise,12,Hybrid,Mobile,9.3,Password+Email,6,5,Traditional,6,1,5,300,316,5.33,0.5,29.64,2.69,5.47,8.24,3.64,4.35,No,0,0,0.25,"Email Link, Biometric, Mobile App",No,No,Yes
P440,59,Education,Admin,Large,21,Remote,Mobile,8.5,Password+SMS,4,28,Adaptive ZTA,11,8,7,300,338,12.67,1.28,64.59,5.07,7.82,8.64,3.97,4.35,No,0,1,24.0,"SSO, Hardware Token",No,Yes,Yes
P440,59,Education,Admin,Large,21,Remote,Mobile,8.5,Password+SMS,4,28,Biometric ZTA,24,7,5,300,341,13.67,2.0,69.69,4.85,8.75,9.36,2.14,5.28,No,1,0,1.0,SSO,No,Yes,Yes
P441,64,Tech,Manager,Large,12,Remote,Tablet,7.4,Password+Email,2,5,Aggressive ZTA,45,37,10,300,669,100.0,7.5,446.98,9.49,9.71,1.83,7.57,1.12,Yes,1,3,2.0,SSO,No,Yes,No
P441,64,Tech,Manager,Large,12,Remote,Tablet,7.4,Password+Email,2,5,Traditional,2,3,5,300,298,-0.67,0.17,-2.98,2.71,4.21,8.91,3.41,4.25,No,0,0,0.5,"SSO, Hardware Token, Email Link",No,No,Yes
P442,53,Banking,Support,Large,22,Remote,Laptop,8.8,Hardware Token,4,26,Adaptive ZTA,13,7,10,300,386,28.67,2.17,151.31,5.91,7.13,7.34,4.25,3.58,No,0,0,8.0,Mobile App,No,Yes,Yes
P442,53,Banking,Support,Large,22,Remote,Laptop,8.8,Hardware Token,4,26,Biometric ZTA,40,5,4,300,335,11.67,2.67,61.58,3.02,8.59,9.09,3.71,5.24,No,2,0,4.0,Email Link,No,Yes,Yes
